Admissões,Desligamentos,Saldos,data,mes,ano,atividade
1332.0,16775.0,-15443.0,Dezembro/2020,Dezembro,2020,"['Administração Pública, Defesa e Seguridade Social']"
12225.0,56237.0,-44012.0,Dezembro/2020,Dezembro,2020,['Educação']
66479.0,59075.0,7404.0,Dezembro/2020,Dezembro,2020,['Saúde Humana e Serviços Sociais']
65.0,37.0,28.0,Dezembro/2020,Dezembro,2020,['Serviços domésticos']
26590.0,32551.0,-5961.0,Dezembro/2020,Dezembro,2020,['Outros serviços']
5947.0,6798.0,-851.0,Dezembro/2020,Dezembro,2020,"['Artes, Cultura, Esporte e Recreação']"
20629.0,25741.0,-5112.0,Dezembro/2020,Dezembro,2020,['Outras Atividades de Serviços']
14.0,12.0,2.0,Dezembro/2020,Dezembro,2020,['Organismos Internacionais e Outras Instituições Extraterritoriais']
89350.0,85940.0,3410.0,Março/2021,Março,2021,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
294054.0,253262.0,40792.0,Março/2021,Março,2021,['Indústria geral']
5477.0,4071.0,1406.0,Março/2021,Março,2021,['Indústrias Extrativas']
277754.0,239574.0,38180.0,Março/2021,Março,2021,['Indústrias de Transformação']
1626.0,1933.0,-307.0,Março/2021,Março,2021,['Eletricidade e Gás']
9197.0,7684.0,1513.0,Março/2021,Março,2021,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
162863.0,137456.0,25407.0,Março/2021,Março,2021,['Construção']
352666.0,338530.0,14136.0,Março/2021,Março,2021,['Comércio; reparação de veículos automotores e motocicletas']
727952.0,635367.0,92585.0,Março/2021,Março,2021,['Serviços']
87952.0,74665.0,13287.0,Março/2021,Março,2021,"['Transporte, armazenagem e correio']"
58066.0,89079.0,-31013.0,Março/2021,Março,2021,['Alojamento e alimentação']
382730.0,330361.0,52369.0,Março/2021,Março,2021,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
41017.0,29256.0,11761.0,Março/2021,Março,2021,['Informação e Comunicação']
19407.0,17060.0,2347.0,Março/2021,Março,2021,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
6198.0,4667.0,1531.0,Março/2021,Março,2021,['Atividades Imobiliárias']
61028.0,44826.0,16202.0,Março/2021,Março,2021,"['Atividades Profissionais, Científicas e Técnicas']"
255080.0,234552.0,20528.0,Março/2021,Março,2021,['Atividades Administrativas e Serviços Complementares']
162360.0,106705.0,55655.0,Março/2021,Março,2021,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
7303.0,4051.0,3252.0,Março/2021,Março,2021,"['Administração Pública, Defesa e Seguridade Social']"
47502.0,34698.0,12804.0,Março/2021,Março,2021,['Educação']
107555.0,67956.0,39599.0,Março/2021,Março,2021,['Saúde Humana e Serviços Sociais']
109.0,84.0,25.0,Março/2021,Março,2021,['Serviços domésticos']
36735.0,34473.0,2262.0,Março/2021,Março,2021,['Outros serviços']
5693.0,8046.0,-2353.0,Março/2021,Março,2021,"['Artes, Cultura, Esporte e Recreação']"
31024.0,26409.0,4615.0,Março/2021,Março,2021,['Outras Atividades de Serviços']
18.0,18.0,0.0,Março/2021,Março,2021,['Organismos Internacionais e Outras Instituições Extraterritoriais']
104570.0,87155.0,17415.0,Fevereiro/2022,Fevereiro,2022,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
312833.0,269833.0,43000.0,Fevereiro/2022,Fevereiro,2022,['Indústria geral']
6167.0,4263.0,1904.0,Fevereiro/2022,Fevereiro,2022,['Indústrias Extrativas']
293977.0,255402.0,38575.0,Fevereiro/2022,Fevereiro,2022,['Indústrias de Transformação']
1663.0,1806.0,-143.0,Fevereiro/2022,Fevereiro,2022,['Eletricidade e Gás']
11026.0,8362.0,2664.0,Fevereiro/2022,Fevereiro,2022,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
192311.0,152858.0,39453.0,Fevereiro/2022,Fevereiro,2022,['Construção']
428466.0,415247.0,13219.0,Fevereiro/2022,Fevereiro,2022,['Comércio; reparação de veículos automotores e motocicletas']
974963.0,759542.0,215421.0,Fevereiro/2022,Fevereiro,2022,['Serviços']
105318.0,91258.0,14060.0,Fevereiro/2022,Fevereiro,2022,"['Transporte, armazenagem e correio']"
118279.0,97840.0,20439.0,Fevereiro/2022,Fevereiro,2022,['Alojamento e alimentação']
445897.0,387904.0,57993.0,Fevereiro/2022,Fevereiro,2022,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
44480.0,36572.0,7908.0,Fevereiro/2022,Fevereiro,2022,['Informação e Comunicação']
19167.0,15452.0,3715.0,Fevereiro/2022,Fevereiro,2022,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
7918.0,6542.0,1376.0,Fevereiro/2022,Fevereiro,2022,['Atividades Imobiliárias']
69730.0,56030.0,13700.0,Fevereiro/2022,Fevereiro,2022,"['Atividades Profissionais, Científicas e Técnicas']"
304602.0,273308.0,31294.0,Fevereiro/2022,Fevereiro,2022,['Atividades Administrativas e Serviços Complementares']
241724.0,140113.0,101611.0,Fevereiro/2022,Fevereiro,2022,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
20466.0,8753.0,11713.0,Fevereiro/2022,Fevereiro,2022,"['Administração Pública, Defesa e Seguridade Social']"
122165.0,55658.0,66507.0,Fevereiro/2022,Fevereiro,2022,['Educação']
99093.0,75702.0,23391.0,Fevereiro/2022,Fevereiro,2022,['Saúde Humana e Serviços Sociais']
109.0,109.0,0.0,Fevereiro/2022,Fevereiro,2022,['Serviços domésticos']
63636.0,42318.0,21318.0,Fevereiro/2022,Fevereiro,2022,['Outros serviços']
12227.0,9316.0,2911.0,Fevereiro/2022,Fevereiro,2022,"['Artes, Cultura, Esporte e Recreação']"
51364.0,32967.0,18397.0,Fevereiro/2022,Fevereiro,2022,['Outras Atividades de Serviços']
45.0,35.0,10.0,Fevereiro/2022,Fevereiro,2022,['Organismos Internacionais e Outras Instituições Extraterritoriais']
68302.0,60382.0,7920.0,Setembro/2020,Setembro,2020,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
295576.0,184876.0,110700.0,Setembro/2020,Setembro,2020,['Indústria geral']
4611.0,3714.0,897.0,Setembro/2020,Setembro,2020,['Indústrias Extrativas']
282477.0,174289.0,108188.0,Setembro/2020,Setembro,2020,['Indústrias de Transformação']
1309.0,1161.0,148.0,Setembro/2020,Setembro,2020,['Eletricidade e Gás']
7179.0,5712.0,1467.0,Setembro/2020,Setembro,2020,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
155971.0,109564.0,46407.0,Setembro/2020,Setembro,2020,['Construção']
324027.0,254966.0,69061.0,Setembro/2020,Setembro,2020,['Comércio; reparação de veículos automotores e motocicletas']
562870.0,483394.0,79476.0,Setembro/2020,Setembro,2020,['Serviços']
74279.0,63971.0,10308.0,Setembro/2020,Setembro,2020,"['Transporte, armazenagem e correio']"
55397.0,51058.0,4339.0,Setembro/2020,Setembro,2020,['Alojamento e alimentação']
323196.0,257196.0,66000.0,Setembro/2020,Setembro,2020,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
32220.0,23101.0,9119.0,Setembro/2020,Setembro,2020,['Informação e Comunicação']
12944.0,11659.0,1285.0,Setembro/2020,Setembro,2020,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
5094.0,3835.0,1259.0,Setembro/2020,Setembro,2020,['Atividades Imobiliárias']
45533.0,33200.0,12333.0,Setembro/2020,Setembro,2020,"['Atividades Profissionais, Científicas e Técnicas']"
227405.0,185401.0,42004.0,Setembro/2020,Setembro,2020,['Atividades Administrativas e Serviços Complementares']
82083.0,85575.0,-3492.0,Setembro/2020,Setembro,2020,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
2262.0,2414.0,-152.0,Setembro/2020,Setembro,2020,"['Administração Pública, Defesa e Seguridade Social']"
19176.0,28226.0,-9050.0,Setembro/2020,Setembro,2020,['Educação']
60645.0,54935.0,5710.0,Setembro/2020,Setembro,2020,['Saúde Humana e Serviços Sociais']
55.0,37.0,18.0,Setembro/2020,Setembro,2020,['Serviços domésticos']
27860.0,25557.0,2303.0,Setembro/2020,Setembro,2020,['Outros serviços']
5392.0,4984.0,408.0,Setembro/2020,Setembro,2020,"['Artes, Cultura, Esporte e Recreação']"
22451.0,20545.0,1906.0,Setembro/2020,Setembro,2020,['Outras Atividades de Serviços']
17.0,28.0,-11.0,Setembro/2020,Setembro,2020,['Organismos Internacionais e Outras Instituições Extraterritoriais']
69794.0,54014.0,15780.0,Maio/2020,Maio,2020,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
102957.0,203622.0,-100665.0,Maio/2020,Maio,2020,['Indústria geral']
2598.0,3142.0,-544.0,Maio/2020,Maio,2020,['Indústrias Extrativas']
95469.0,193373.0,-97904.0,Maio/2020,Maio,2020,['Indústrias de Transformação']
724.0,713.0,11.0,Maio/2020,Maio,2020,['Eletricidade e Gás']
4166.0,6394.0,-2228.0,Maio/2020,Maio,2020,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
86416.0,107062.0,-20646.0,Maio/2020,Maio,2020,['Construção']
144197.0,238471.0,-94274.0,Maio/2020,Maio,2020,['Comércio; reparação de veículos automotores e motocicletas']
312966.0,465950.0,-152984.0,Maio/2020,Maio,2020,['Serviços']
36190.0,64003.0,-27813.0,Maio/2020,Maio,2020,"['Transporte, armazenagem e correio']"
14057.0,72064.0,-58007.0,Maio/2020,Maio,2020,['Alojamento e alimentação']
183809.0,225107.0,-41298.0,Maio/2020,Maio,2020,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
13871.0,18808.0,-4937.0,Maio/2020,Maio,2020,['Informação e Comunicação']
5833.0,9176.0,-3343.0,Maio/2020,Maio,2020,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
2353.0,3967.0,-1614.0,Maio/2020,Maio,2020,['Atividades Imobiliárias']
21485.0,32290.0,-10805.0,Maio/2020,Maio,2020,"['Atividades Profissionais, Científicas e Técnicas']"
140267.0,160866.0,-20599.0,Maio/2020,Maio,2020,['Atividades Administrativas e Serviços Complementares']
65566.0,76746.0,-11180.0,Maio/2020,Maio,2020,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
3235.0,2751.0,484.0,Maio/2020,Maio,2020,"['Administração Pública, Defesa e Seguridade Social']"
7311.0,26319.0,-19008.0,Maio/2020,Maio,2020,['Educação']
55020.0,47676.0,7344.0,Maio/2020,Maio,2020,['Saúde Humana e Serviços Sociais']
29.0,42.0,-13.0,Maio/2020,Maio,2020,['Serviços domésticos']
13315.0,27988.0,-14673.0,Maio/2020,Maio,2020,['Outros serviços']
827.0,6515.0,-5688.0,Maio/2020,Maio,2020,"['Artes, Cultura, Esporte e Recreação']"
12476.0,21461.0,-8985.0,Maio/2020,Maio,2020,['Outras Atividades de Serviços']
12.0,12.0,0.0,Maio/2020,Maio,2020,['Organismos Internacionais e Outras Instituições Extraterritoriais']
84941.0,75831.0,9110.0,Agosto/2021,Agosto,2021,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
310814.0,238052.0,72762.0,Agosto/2021,Agosto,2021,['Indústria geral']
5921.0,4240.0,1681.0,Agosto/2021,Agosto,2021,['Indústrias Extrativas']
294060.0,224756.0,69304.0,Agosto/2021,Agosto,2021,['Indústrias de Transformação']
1990.0,1633.0,357.0,Agosto/2021,Agosto,2021,['Eletricidade e Gás']
8843.0,7423.0,1420.0,Agosto/2021,Agosto,2021,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
176521.0,143131.0,33390.0,Agosto/2021,Agosto,2021,['Construção']
417484.0,339795.0,77689.0,Agosto/2021,Agosto,2021,['Comércio; reparação de veículos automotores e motocicletas']
829651.0,649257.0,180394.0,Agosto/2021,Agosto,2021,['Serviços']
94101.0,75422.0,18679.0,Agosto/2021,Agosto,2021,"['Transporte, armazenagem e correio']"
109908.0,76179.0,33729.0,Agosto/2021,Agosto,2021,['Alojamento e alimentação']
425007.0,345275.0,79732.0,Agosto/2021,Agosto,2021,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
43843.0,32278.0,11565.0,Agosto/2021,Agosto,2021,['Informação e Comunicação']
22451.0,16465.0,5986.0,Agosto/2021,Agosto,2021,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
7029.0,5288.0,1741.0,Agosto/2021,Agosto,2021,['Atividades Imobiliárias']
64957.0,49661.0,15296.0,Agosto/2021,Agosto,2021,"['Atividades Profissionais, Científicas e Técnicas']"
286727.0,241583.0,45144.0,Agosto/2021,Agosto,2021,['Atividades Administrativas e Serviços Complementares']
152067.0,117183.0,34884.0,Agosto/2021,Agosto,2021,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
5955.0,4809.0,1146.0,Agosto/2021,Agosto,2021,"['Administração Pública, Defesa e Seguridade Social']"
65446.0,40255.0,25191.0,Agosto/2021,Agosto,2021,['Educação']
80666.0,72119.0,8547.0,Agosto/2021,Agosto,2021,['Saúde Humana e Serviços Sociais']
136.0,75.0,61.0,Agosto/2021,Agosto,2021,['Serviços domésticos']
48432.0,35123.0,13309.0,Agosto/2021,Agosto,2021,['Outros serviços']
11393.0,6918.0,4475.0,Agosto/2021,Agosto,2021,"['Artes, Cultura, Esporte e Recreação']"
37013.0,28181.0,8832.0,Agosto/2021,Agosto,2021,['Outras Atividades de Serviços']
26.0,24.0,2.0,Agosto/2021,Agosto,2021,['Organismos Internacionais e Outras Instituições Extraterritoriais']
121088.0,94341.0,26747.0,Maio/2022,Maio,2022,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
308939.0,261964.0,46975.0,Maio/2022,Maio,2022,['Indústria geral']
6098.0,4577.0,1521.0,Maio/2022,Maio,2022,['Indústrias Extrativas']
289639.0,247558.0,42081.0,Maio/2022,Maio,2022,['Indústrias de Transformação']
1506.0,1633.0,-127.0,Maio/2022,Maio,2022,['Eletricidade e Gás']
11696.0,8196.0,3500.0,Maio/2022,Maio,2022,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
201708.0,166263.0,35445.0,Maio/2022,Maio,2022,['Construção']
448810.0,401253.0,47557.0,Maio/2022,Maio,2022,['Comércio; reparação de veículos automotores e motocicletas']
880415.0,760121.0,120294.0,Maio/2022,Maio,2022,['Serviços']
105734.0,90955.0,14779.0,Maio/2022,Maio,2022,"['Transporte, armazenagem e correio']"
121221.0,99895.0,21326.0,Maio/2022,Maio,2022,['Alojamento e alimentação']
446409.0,397036.0,49373.0,Maio/2022,Maio,2022,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
45251.0,36760.0,8491.0,Maio/2022,Maio,2022,['Informação e Comunicação']
21079.0,18145.0,2934.0,Maio/2022,Maio,2022,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
7715.0,6990.0,725.0,Maio/2022,Maio,2022,['Atividades Imobiliárias']
71266.0,59246.0,12020.0,Maio/2022,Maio,2022,"['Atividades Profissionais, Científicas e Técnicas']"
301098.0,275895.0,25203.0,Maio/2022,Maio,2022,['Atividades Administrativas e Serviços Complementares']
153227.0,128442.0,24785.0,Maio/2022,Maio,2022,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
7697.0,5936.0,1761.0,Maio/2022,Maio,2022,"['Administração Pública, Defesa e Seguridade Social']"
55669.0,43461.0,12208.0,Maio/2022,Maio,2022,['Educação']
89861.0,79045.0,10816.0,Maio/2022,Maio,2022,['Saúde Humana e Serviços Sociais']
134.0,111.0,23.0,Maio/2022,Maio,2022,['Serviços domésticos']
53690.0,43682.0,10008.0,Maio/2022,Maio,2022,['Outros serviços']
11762.0,9306.0,2456.0,Maio/2022,Maio,2022,"['Artes, Cultura, Esporte e Recreação']"
41891.0,34350.0,7541.0,Maio/2022,Maio,2022,['Outras Atividades de Serviços']
37.0,26.0,11.0,Maio/2022,Maio,2022,['Organismos Internacionais e Outras Instituições Extraterritoriais']
65023.0,65320.0,-297.0,Outubro/2020,Outubro,2020,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
286999.0,201216.0,85783.0,Outubro/2020,Outubro,2020,['Indústria geral']
4682.0,3462.0,1220.0,Outubro/2020,Outubro,2020,['Indústrias Extrativas']
272580.0,190568.0,82012.0,Outubro/2020,Outubro,2020,['Indústrias de Transformação']
1382.0,1029.0,353.0,Outubro/2020,Outubro,2020,['Eletricidade e Gás']
8355.0,6157.0,2198.0,Outubro/2020,Outubro,2020,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
156900.0,120024.0,36876.0,Outubro/2020,Outubro,2020,['Construção']
397125.0,282943.0,114182.0,Outubro/2020,Outubro,2020,['Comércio; reparação de veículos automotores e motocicletas']
665355.0,512961.0,152394.0,Outubro/2020,Outubro,2020,['Serviços']
84679.0,67718.0,16961.0,Outubro/2020,Outubro,2020,"['Transporte, armazenagem e correio']"
81084.0,55159.0,25925.0,Outubro/2020,Outubro,2020,['Alojamento e alimentação']
380327.0,277936.0,102391.0,Outubro/2020,Outubro,2020,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
38738.0,24356.0,14382.0,Outubro/2020,Outubro,2020,['Informação e Comunicação']
14251.0,16974.0,-2723.0,Outubro/2020,Outubro,2020,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
5699.0,4068.0,1631.0,Outubro/2020,Outubro,2020,['Atividades Imobiliárias']
55301.0,35761.0,19540.0,Outubro/2020,Outubro,2020,"['Atividades Profissionais, Científicas e Técnicas']"
266338.0,196777.0,69561.0,Outubro/2020,Outubro,2020,['Atividades Administrativas e Serviços Complementares']
86422.0,81998.0,4424.0,Outubro/2020,Outubro,2020,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
1881.0,2435.0,-554.0,Outubro/2020,Outubro,2020,"['Administração Pública, Defesa e Seguridade Social']"
20851.0,21475.0,-624.0,Outubro/2020,Outubro,2020,['Educação']
63690.0,58088.0,5602.0,Outubro/2020,Outubro,2020,['Saúde Humana e Serviços Sociais']
88.0,69.0,19.0,Outubro/2020,Outubro,2020,['Serviços domésticos']
32755.0,30081.0,2674.0,Outubro/2020,Outubro,2020,['Outros serviços']
7955.0,5121.0,2834.0,Outubro/2020,Outubro,2020,"['Artes, Cultura, Esporte e Recreação']"
24779.0,24942.0,-163.0,Outubro/2020,Outubro,2020,['Outras Atividades de Serviços']
21.0,18.0,3.0,Outubro/2020,Outubro,2020,['Organismos Internacionais e Outras Instituições Extraterritoriais']
88199.0,55316.0,32883.0,Janeiro/2021,Janeiro,2021,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
296040.0,205804.0,90236.0,Janeiro/2021,Janeiro,2021,['Indústria geral']
4711.0,3227.0,1484.0,Janeiro/2021,Janeiro,2021,['Indústrias Extrativas']
281902.0,194924.0,86978.0,Janeiro/2021,Janeiro,2021,['Indústrias de Transformação']
1672.0,1160.0,512.0,Janeiro/2021,Janeiro,2021,['Eletricidade e Gás']
7755.0,6493.0,1262.0,Janeiro/2021,Janeiro,2021,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
159138.0,114198.0,44940.0,Janeiro/2021,Janeiro,2021,['Construção']
343287.0,336315.0,6972.0,Janeiro/2021,Janeiro,2021,['Comércio; reparação de veículos automotores e motocicletas']
663411.0,581383.0,82028.0,Janeiro/2021,Janeiro,2021,['Serviços']
70636.0,70054.0,582.0,Janeiro/2021,Janeiro,2021,"['Transporte, armazenagem e correio']"
79572.0,74854.0,4718.0,Janeiro/2021,Janeiro,2021,['Alojamento e alimentação']
364304.0,308966.0,55338.0,Janeiro/2021,Janeiro,2021,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
34255.0,27650.0,6605.0,Janeiro/2021,Janeiro,2021,['Informação e Comunicação']
17172.0,12622.0,4550.0,Janeiro/2021,Janeiro,2021,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
6204.0,4203.0,2001.0,Janeiro/2021,Janeiro,2021,['Atividades Imobiliárias']
56218.0,38103.0,18115.0,Janeiro/2021,Janeiro,2021,"['Atividades Profissionais, Científicas e Técnicas']"
250455.0,226388.0,24067.0,Janeiro/2021,Janeiro,2021,['Atividades Administrativas e Serviços Complementares']
115481.0,96883.0,18598.0,Janeiro/2021,Janeiro,2021,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
6800.0,4582.0,2218.0,Janeiro/2021,Janeiro,2021,"['Administração Pública, Defesa e Seguridade Social']"
32709.0,37794.0,-5085.0,Janeiro/2021,Janeiro,2021,['Educação']
75972.0,54507.0,21465.0,Janeiro/2021,Janeiro,2021,['Saúde Humana e Serviços Sociais']
78.0,72.0,6.0,Janeiro/2021,Janeiro,2021,['Serviços domésticos']
33340.0,30554.0,2786.0,Janeiro/2021,Janeiro,2021,['Outros serviços']
7233.0,7356.0,-123.0,Janeiro/2021,Janeiro,2021,"['Artes, Cultura, Esporte e Recreação']"
26087.0,23177.0,2910.0,Janeiro/2021,Janeiro,2021,['Outras Atividades de Serviços']
20.0,21.0,-1.0,Janeiro/2021,Janeiro,2021,['Organismos Internacionais e Outras Instituições Extraterritoriais']
95820.0,96841.0,-1021.0,Abril/2022,Abril,2022,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
285885.0,259507.0,26378.0,Abril/2022,Abril,2022,['Indústria geral']
5767.0,4276.0,1491.0,Abril/2022,Abril,2022,['Indústrias Extrativas']
268011.0,245491.0,22520.0,Abril/2022,Abril,2022,['Indústrias de Transformação']
1595.0,1752.0,-157.0,Abril/2022,Abril,2022,['Eletricidade e Gás']
10512.0,7988.0,2524.0,Abril/2022,Abril,2022,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
179899.0,154558.0,25341.0,Abril/2022,Abril,2022,['Construção']
423529.0,394268.0,29261.0,Abril/2022,Abril,2022,['Comércio; reparação de veículos automotores e motocicletas']
869424.0,752417.0,117007.0,Abril/2022,Abril,2022,['Serviços']
103783.0,87499.0,16284.0,Abril/2022,Abril,2022,"['Transporte, armazenagem e correio']"
117583.0,98167.0,19416.0,Abril/2022,Abril,2022,['Alojamento e alimentação']
434255.0,394645.0,39610.0,Abril/2022,Abril,2022,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
44486.0,36020.0,8466.0,Abril/2022,Abril,2022,['Informação e Comunicação']
21462.0,17546.0,3916.0,Abril/2022,Abril,2022,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
7526.0,6474.0,1052.0,Abril/2022,Abril,2022,['Atividades Imobiliárias']
69844.0,59087.0,10757.0,Abril/2022,Abril,2022,"['Atividades Profissionais, Científicas e Técnicas']"
290937.0,275518.0,15419.0,Abril/2022,Abril,2022,['Atividades Administrativas e Serviços Complementares']
158679.0,128264.0,30415.0,Abril/2022,Abril,2022,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
8561.0,5629.0,2932.0,Abril/2022,Abril,2022,"['Administração Pública, Defesa e Seguridade Social']"
61151.0,43969.0,17182.0,Abril/2022,Abril,2022,['Educação']
88967.0,78666.0,10301.0,Abril/2022,Abril,2022,['Saúde Humana e Serviços Sociais']
123.0,105.0,18.0,Abril/2022,Abril,2022,['Serviços domésticos']
55001.0,43737.0,11264.0,Abril/2022,Abril,2022,['Outros serviços']
13116.0,9869.0,3247.0,Abril/2022,Abril,2022,"['Artes, Cultura, Esporte e Recreação']"
41848.0,33839.0,8009.0,Abril/2022,Abril,2022,['Outras Atividades de Serviços']
37.0,29.0,8.0,Abril/2022,Abril,2022,['Organismos Internacionais e Outras Instituições Extraterritoriais']
98510.0,114505.0,-15995.0,Março/2022,Março,2022,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
309012.0,293752.0,15260.0,Março/2022,Março,2022,['Indústria geral']
5492.0,4601.0,891.0,Março/2022,Março,2022,['Indústrias Extrativas']
290189.0,278101.0,12088.0,Março/2022,Março,2022,['Indústrias de Transformação']
1612.0,1412.0,200.0,Março/2022,Março,2022,['Eletricidade e Gás']
11719.0,9638.0,2081.0,Março/2022,Março,2022,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
191104.0,166045.0,25059.0,Março/2022,Março,2022,['Construção']
435469.0,435117.0,352.0,Março/2022,Março,2022,['Comércio; reparação de veículos automotores e motocicletas']
918976.0,807463.0,111513.0,Março/2022,Março,2022,['Serviços']
106403.0,90160.0,16243.0,Março/2022,Março,2022,"['Transporte, armazenagem e correio']"
114721.0,107670.0,7051.0,Março/2022,Março,2022,['Alojamento e alimentação']
457680.0,418105.0,39575.0,Março/2022,Março,2022,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
47357.0,37543.0,9814.0,Março/2022,Março,2022,['Informação e Comunicação']
20571.0,17381.0,3190.0,Março/2022,Março,2022,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
8117.0,6818.0,1299.0,Março/2022,Março,2022,['Atividades Imobiliárias']
75264.0,62058.0,13206.0,Março/2022,Março,2022,"['Atividades Profissionais, Científicas e Técnicas']"
306371.0,294305.0,12066.0,Março/2022,Março,2022,['Atividades Administrativas e Serviços Complementares']
180703.0,142844.0,37859.0,Março/2022,Março,2022,"['Administração pública, defesa e seguridade social, educação, saúde humana e serviços sociais']"
11487.0,5892.0,5595.0,Março/2022,Março,2022,"['Administração Pública, Defesa e Seguridade Social']"
79428.0,51176.0,28252.0,Março/2022,Março,2022,['Educação']
89788.0,85776.0,4012.0,Março/2022,Março,2022,['Saúde Humana e Serviços Sociais']
111.0,137.0,-26.0,Março/2022,Março,2022,['Serviços domésticos']
59358.0,48547.0,10811.0,Março/2022,Março,2022,['Outros serviços']
12337.0,11177.0,1160.0,Março/2022,Março,2022,"['Artes, Cultura, Esporte e Recreação']"
46960.0,37341.0,9619.0,Março/2022,Março,2022,['Outras Atividades de Serviços']
61.0,29.0,32.0,Março/2022,Março,2022,['Organismos Internacionais e Outras Instituições Extraterritoriais']
105783.0,63503.0,42280.0,Maio/2021,Maio,2021,"['Agricultura, pecuária, produção florestal, pesca e aquicultura']"
258154.0,214391.0,43763.0,Maio/2021,Maio,2021,['Indústria geral']
6209.0,3659.0,2550.0,Maio/2021,Maio,2021,['Indústrias Extrativas']
240874.0,202097.0,38777.0,Maio/2021,Maio,2021,['Indústrias de Transformação']
1674.0,1455.0,219.0,Maio/2021,Maio,2021,['Eletricidade e Gás']
9397.0,7180.0,2217.0,Maio/2021,Maio,2021,"['Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação']"
158857.0,135185.0,23672.0,Maio/2021,Maio,2021,['Construção']
353869.0,294340.0,59529.0,Maio/2021,Maio,2021,['Comércio; reparação de veículos automotores e motocicletas']
681653.0,572191.0,109462.0,Maio/2021,Maio,2021,['Serviços']
79296.0,72041.0,7255.0,Maio/2021,Maio,2021,"['Transporte, armazenagem e correio']"
65911.0,59869.0,6042.0,Maio/2021,Maio,2021,['Alojamento e alimentação']
375756.0,316736.0,59020.0,Maio/2021,Maio,2021,"['Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas']"
39763.0,29009.0,10754.0,Maio/2021,Maio,2021,['Informação e Comunicação']
20045.0,14676.0,5369.0,Maio/2021,Maio,2021,"['Atividades Financeiras, de Seguros e Serviços Relacionados']"
6156.0,4815.0,1341.0,Maio/2021,Maio,2021,['Atividades Imobiliárias']
60127.0,45415.0,14712.0,Maio/2021,Maio,2021,"['Atividades Profissionais, Científicas e Técnicas']"
249665.0,222821.0,26844.0,Maio/2021,Maio,2021,['Atividades Administrativas e Serviços Complementares']
